oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_BP_count	go_BP_intersect_abc
313	YDL213C	YCL059C	YPL217C	p	p	1	ribosomal small subunit biogenesis
314	YDL220C	YBR275C	YBL088C	ku	ku	1	telomere organization
315	YDL220C	YCL061C	YBR136W	ku	ku	2	regulation of DNA metabolic process; telomere organization
316	YDL220C	YCL061C	YBR136W	p	ku	2	regulation of DNA metabolic process; telomere organization
317	YDL225W	YCL014W	YBR160W	ku	ku	1	mitotic cell cycle
318	YDL225W	YCL014W	YBR160W	ku	p	1	mitotic cell cycle
319	YDL225W	YCL014W	YJR092W	p	p	2	cytokinesis; mitotic cell cycle
320	YDL225W	YCR002C	YDR507C	ku	ku	4	cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
321	YDL225W	YCR002C	YDR507C	ku	p	4	cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
322	YDL225W	YCR002C	YDR507C	p	ku	4	cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
323	YDL225W	YCR002C	YDR507C	p	p	4	cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
324	YDL225W	YCR002C	YHR107C	p	p	5	cytokinesis; cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
325	YDL225W	YCR002C	YJR076C	p	p	2	cytokinesis; mitotic cell cycle
326	YDL225W	YCR002C	YJR092W	p	p	3	cytokinesis; cytoskeleton organization; mitotic cell cycle
327	YDL225W	YCR002C	YLR314C	p	p	5	cytokinesis; cytoskeleton organization; mitotic cell cycle; organelle assembly; protein complex biogenesis
328	YDL225W	YCR002C	YNL233W	p	p	2	cytokinesis; mitotic cell cycle
329	YDL225W	YCR002C	YNL298W	ku	ku	3	cytoskeleton organization; mitotic cell cycle; organelle fission
330	YDL226C	YAL026C	YDL192W	p	p	1	Golgi vesicle transport
331	YDR013W	YAR007C	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
332	YDR013W	YBR136W	YGL201C	p	kd	3	DNA recombination; DNA replication; cellular response to DNA damage stimulus
333	YDR013W	YBR136W	YJL090C	p	p	3	DNA recombination; DNA replication; cellular response to DNA damage stimulus
334	YDR013W	YBR136W	YPR019W	p	kd	3	DNA recombination; DNA replication; cellular response to DNA damage stimulus
335	YDR013W	YBR202W	YBL023C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
336	YDR013W	YBR202W	YDR489W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
337	YDR013W	YBR202W	YEL032W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
338	YDR013W	YBR202W	YGL113W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
339	YDR013W	YBR202W	YGL201C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
340	YDR013W	YBR202W	YJL072C	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
341	YDR013W	YBR202W	YLR274W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
342	YDR013W	YBR202W	YOL146W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
343	YDR013W	YBR202W	YPR019W	p	p	4	DNA recombination; DNA repair; DNA replication; cellular response to DNA damage stimulus
344	YDR013W	YBR278W	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
345	YDR013W	YCL061C	YBL023C	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
346	YDR013W	YCL061C	YDR489W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
347	YDR013W	YCL061C	YEL032W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
348	YDR013W	YCL061C	YGL201C	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
349	YDR013W	YCL061C	YPR019W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
350	YDR013W	YCL061C	YPR135W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
351	YDR013W	YCL061C	YPR175W	p	p	3	DNA repair; DNA replication; cellular response to DNA damage stimulus
352	YDR045C	YBR154C	YOR116C	p	p	1	transcription from RNA polymerase III promoter
353	YDR045C	YBR154C	YOR207C	p	p	1	transcription from RNA polymerase III promoter
354	YDR054C	YBR135W	YLR079W	p	p	1	mitotic cell cycle
355	YDR054C	YCL008C	YLL039C	p	p	1	protein modification by small protein conjugation or removal
356	YDR059C	YBR082C	YER068W	p	p	1	protein modification by small protein conjugation or removal
357	YDR059C	YBR082C	YER125W	p	p	1	protein modification by small protein conjugation or removal
358	YDR062W	YBR058C-A	YMR296C	p	p	1	lipid metabolic process
359	YDR076W	YAR002W	YPL153C	ku	ku	2	DNA repair; cellular response to DNA damage stimulus
360	YDR076W	YAR002W	YPL153C	p	ku	2	DNA repair; cellular response to DNA damage stimulus
361	YDR076W	YBL051C	YPL153C	ku	ku	1	cellular response to DNA damage stimulus
362	YDR076W	YBL051C	YPL153C	ku	p	1	cellular response to DNA damage stimulus
363	YDR076W	YBL051C	YPL153C	p	ku	1	cellular response to DNA damage stimulus
364	YDR076W	YBL051C	YPL153C	p	p	1	cellular response to DNA damage stimulus
365	YDR080W	YAL002W	YDR495C	p	p	1	protein targeting
366	YDR080W	YAL002W	YLR396C	p	p	1	protein targeting
367	YDR080W	YAL002W	YPL045W	p	p	1	protein targeting
368	YDR081C	YBR240C	YDL080C	p	p	2	transcription from RNA polymerase II promoter; vitamin metabolic process
369	YDR086C	YBR171W	YLR378C	p	p	2	protein targeting; transmembrane transport
370	YDR086C	YBR171W	YPL094C	p	p	2	protein targeting; transmembrane transport
371	YDR087C	YAL025C	YGR103W	p	p	1	rRNA processing
372	YDR087C	YAL025C	YHR066W	p	p	1	rRNA processing
373	YDR087C	YBR142W	YDL031W	p	p	1	rRNA processing
374	YDR087C	YBR142W	YMR229C	p	p	1	rRNA processing
375	YDR087C	YBR142W	YPL093W	p	p	1	rRNA processing
376	YDR088C	YCR063W	YER013W	p	p	2	RNA splicing; mRNA processing
377	YDR096W	YBR198C	YML114C	p	p	1	transcription from RNA polymerase II promoter
378	YDR098C	YBL021C	YER174C	p	td	1	response to chemical
379	YDR101C	YAL059W	YMR308C	p	p	1	nuclear transport
380	YDR113C	YBL023C	YBR160W	ku	ku	4	DNA recombination; DNA repair; cellular response to DNA damage stimulus; regulation of organelle organization
381	YDR113C	YBL023C	YBR160W	p	ku	4	DNA recombination; DNA repair; cellular response to DNA damage stimulus; regulation of organelle organization
382	YDR113C	YDL101C	YBR136W	ku	ku	1	cellular response to DNA damage stimulus
383	YDR113C	YDL101C	YBR274W	ku	kd	2	cellular response to DNA damage stimulus; regulation of cell cycle
384	YDR113C	YDL101C	YBR274W	ku	ku	2	cellular response to DNA damage stimulus; regulation of cell cycle
385	YDR113C	YDL101C	YBR274W	p	kd	2	cellular response to DNA damage stimulus; regulation of cell cycle
386	YDR113C	YDL101C	YBR274W	p	ku	2	cellular response to DNA damage stimulus; regulation of cell cycle
387	YDR113C	YDL101C	YLR182W	tu	tu	1	regulation of cell cycle
388	YDR123C	YBR029C	YOL108C	p	tu	1	lipid metabolic process
389	YDR128W	YBL104C	YOL138C	p	p	1	signaling
390	YDR129C	YCR009C	YOR181W	p	p	1	cytoskeleton organization
391	YDR130C	YCR086W	YFR028C	p	p	2	chromosome segregation; organelle fission
392	YDR130C	YCR086W	YIR010W	p	p	2	chromosome segregation; organelle fission
393	YDR142C	YBR132C	YLR191W	p	p	1	transmembrane transport
394	YDR145W	YBR049C	YML114C	p	td	2	DNA-templated transcription, initiation; transcription from RNA polymerase II promoter
395	YDR145W	YBR049C	YPL011C	p	td	2	DNA-templated transcription, initiation; transcription from RNA polymerase II promoter
396	YDR145W	YBR049C	YPL047W	p	td	1	transcription from RNA polymerase II promoter
397	YDR145W	YBR231C	YLR399C	p	p	1	chromatin organization
398	YDR146C	YAL024C	YBR160W	ku	ku	2	mitotic cell cycle; organelle fission
399	YDR146C	YAL024C	YBR160W	ku	p	2	mitotic cell cycle; organelle fission
400	YDR146C	YAL024C	YBR160W	p	ku	2	mitotic cell cycle; organelle fission
401	YDR146C	YAL024C	YBR160W	p	p	2	mitotic cell cycle; organelle fission
402	YDR146C	YAL024C	YNL068C	tu	tu	1	mitotic cell cycle
403	YDR146C	YBL105C	YBR160W	ku	ku	1	mitotic cell cycle
404	YDR146C	YBL105C	YBR160W	ku	p	1	mitotic cell cycle
405	YDR146C	YBL105C	YBR160W	p	ku	1	mitotic cell cycle
406	YDR146C	YBL105C	YBR160W	p	p	1	mitotic cell cycle
407	YDR146C	YBL105C	YNL271C	td	kd	1	mitotic cell cycle
408	YDR159W	YAL024C	YBR160W	ku	ku	2	mitotic cell cycle; organelle fission
409	YDR159W	YAL024C	YBR160W	ku	p	2	mitotic cell cycle; organelle fission
410	YDR159W	YBL079W	YMR047C	p	p	1	nuclear transport
411	YDR159W	YBL079W	YOR098C	p	p	1	nuclear transport
412	YDR159W	YBR135W	YBR160W	ku	ku	1	mitotic cell cycle
413	YDR159W	YBR135W	YBR160W	ku	p	1	mitotic cell cycle
414	YDR159W	YCL011C	YDL084W	p	p	2	nuclear transport; nucleobase-containing compound transport
415	YDR159W	YCL029C	YBR160W	ku	ku	2	mitotic cell cycle; organelle fission
416	YDR163W	YAL032C	YDL209C	p	p	2	RNA splicing; mRNA processing
417	YDR163W	YAL032C	YPL213W	p	p	2	RNA splicing; mRNA processing
418	YDR163W	YCR063W	YDL209C	p	p	2	RNA splicing; mRNA processing
419	YDR163W	YDL043C	YPL213W	p	p	2	RNA splicing; mRNA processing
420	YDR167W	YAL011W	YOL012C	p	p	1	chromatin organization
421	YDR167W	YAL013W	YDR207C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
422	YDR167W	YDL108W	YPL248C	p	kd	1	transcription from RNA polymerase II promoter
423	YDR168W	YBR133C	YLR113W	ku	ku	1	regulation of cell cycle
424	YDR168W	YDL203C	YHR030C	ku	ku	1	signaling
425	YDR170C	YAL026C	YDL192W	p	p	1	Golgi vesicle transport
426	YDR170C	YDL192W	YNL287W	p	p	1	Golgi vesicle transport
427	YDR176W	YBR095C	YPL181W	p	p	1	chromatin organization
428	YDR177W	YBR082C	YER125W	p	p	3	protein modification by small protein conjugation or removal; proteolysis involved in cellular protein catabolic process; response to chemical
429	YDR177W	YBR082C	YKL210W	p	p	1	protein modification by small protein conjugation or removal
430	YDR177W	YBR082C	YLL039C	p	p	1	protein modification by small protein conjugation or removal
431	YDR180W	YDL003W	YFL008W	p	p	5	DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
432	YDR180W	YDL003W	YIL026C	p	p	3	chromosome segregation; mitotic cell cycle; organelle fission
433	YDR180W	YDL003W	YJL074C	p	p	6	DNA recombination; DNA repair; cellular response to DNA damage stimulus; chromosome segregation; mitotic cell cycle; organelle fission
434	YDR180W	YDL056W	YDL003W	p	td	1	mitotic cell cycle
435	YDR180W	YDL056W	YIL026C	p	td	1	mitotic cell cycle
436	YDR180W	YDL056W	YJL074C	p	td	1	mitotic cell cycle
437	YDR180W	YDR014W	YIL026C	p	p	3	chromosome segregation; mitotic cell cycle; organelle fission
438	YDR189W	YBL050W	YKL196C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
439	YDR189W	YBL050W	YLR026C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
440	YDR189W	YBL050W	YLR078C	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
441	YDR189W	YBL050W	YLR268W	p	p	4	Golgi vesicle transport; membrane fusion; organelle fusion; vesicle organization
442	YDR189W	YDL145C	YIL004C	p	p	1	Golgi vesicle transport
443	YDR189W	YDL145C	YLR268W	p	p	1	Golgi vesicle transport
444	YDR192C	YDL088C	YKL068W	p	p	3	nuclear transport; nucleobase-containing compound transport; response to heat
445	YDR192C	YDL088C	YLR347C	p	p	1	nuclear transport
446	YDR192C	YDL088C	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
447	YDR192C	YDL207W	YDL116W	p	p	2	nuclear transport; nucleobase-containing compound transport
448	YDR192C	YDL207W	YER107C	p	p	2	nuclear transport; nucleobase-containing compound transport
449	YDR192C	YDL207W	YGL092W	p	p	2	nuclear transport; nucleobase-containing compound transport
450	YDR192C	YDL207W	YGR119C	p	p	1	nuclear transport
451	YDR192C	YDL207W	YKL057C	p	p	2	nuclear transport; nucleobase-containing compound transport
452	YDR192C	YDL207W	YKL068W	p	p	2	nuclear transport; nucleobase-containing compound transport
453	YDR192C	YDL207W	YKR082W	p	p	2	nuclear transport; nucleobase-containing compound transport
454	YDR192C	YDL207W	YMR047C	p	p	2	nuclear transport; nucleobase-containing compound transport
455	YDR192C	YDL207W	YMR255W	p	p	2	nuclear transport; nucleobase-containing compound transport
456	YDR195W	YDL140C	YDR301W	p	p	1	transcription from RNA polymerase II promoter
457	YDR195W	YDL140C	YNL222W	p	p	1	transcription from RNA polymerase II promoter
458	YDR207C	YBR245C	YLR095C	td	p	1	chromatin organization
459	YDR207C	YBR245C	YOR304W	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
460	YDR207C	YCL029C	YJL106W	td	ku	2	organelle fission; regulation of organelle organization
461	YDR207C	YDL020C	YKL015W	td	td	1	transcription from RNA polymerase II promoter
462	YDR207C	YDL020C	YLR024C	td	p	1	response to chemical
463	YDR207C	YDL020C	YNL155W	td	td	1	response to chemical
464	YDR207C	YDL020C	YOR338W	td	td	1	transcription from RNA polymerase II promoter
465	YDR207C	YDL070W	YKL112W	tu	tu	1	chromatin organization
466	YDR212W	YDL143W	YJL008C	p	p	1	protein folding
467	YDR212W	YDL143W	YJL014W	p	p	1	protein folding
468	YDR217C	YBL023C	YBR160W	ku	ku	2	DNA repair; cellular response to DNA damage stimulus
469	YDR217C	YBL023C	YBR160W	p	ku	2	DNA repair; cellular response to DNA damage stimulus
470	YDR217C	YCL061C	YBR136W	ku	ku	1	cellular response to DNA damage stimulus
471	YDR217C	YCL061C	YPL153C	ku	ku	3	DNA repair; cellular response to DNA damage stimulus; regulation of cell cycle
472	YDR217C	YCL061C	YPL153C	ku	p	3	DNA repair; cellular response to DNA damage stimulus; regulation of cell cycle
473	YDR217C	YCL061C	YPL153C	p	ku	3	DNA repair; cellular response to DNA damage stimulus; regulation of cell cycle
474	YDR217C	YCL061C	YPL153C	p	p	3	DNA repair; cellular response to DNA damage stimulus; regulation of cell cycle
475	YDR217C	YDR013W	YJL090C	p	p	2	DNA repair; cellular response to DNA damage stimulus
476	YDR225W	YBL003C	YBL002W	p	p	1	chromatin organization
477	YDR225W	YBL003C	YBL046W	p	p	1	cellular response to DNA damage stimulus
478	YDR225W	YBL003C	YBR009C	p	p	1	chromatin organization
479	YDR225W	YBL003C	YBR010W	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
480	YDR225W	YBL003C	YBR089C-A	p	p	1	chromatin organization
481	YDR225W	YBL003C	YDR075W	p	p	2	DNA repair; cellular response to DNA damage stimulus
482	YDR225W	YBL003C	YDR224C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
483	YDR225W	YBL003C	YFL024C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
484	YDR225W	YBL003C	YGL150C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
485	YDR225W	YBL003C	YGR252W	p	p	1	chromatin organization
486	YDR225W	YBL003C	YGR275W	p	p	1	chromatin organization
487	YDR225W	YBL003C	YJL081C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
488	YDR225W	YBL003C	YKR048C	p	p	1	chromatin organization
489	YDR225W	YBL003C	YLR442C	p	p	1	chromatin organization
490	YDR225W	YBL003C	YNL030W	p	p	1	chromatin organization
491	YDR225W	YBL003C	YNL031C	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
492	YDR225W	YBL003C	YNL201C	p	p	2	DNA repair; cellular response to DNA damage stimulus
493	YDR225W	YBL003C	YOR244W	p	p	3	DNA repair; cellular response to DNA damage stimulus; chromatin organization
494	YDR225W	YBL008W	YBR009C	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
495	YDR225W	YBL008W	YBR009C	p	td	2	chromatin organization; transcription from RNA polymerase II promoter
496	YDR225W	YBL008W	YBR010W	p	p	1	chromatin organization
497	YDR225W	YBL008W	YBR010W	p	td	1	chromatin organization
498	YDR225W	YBL008W	YBR289W	p	p	2	chromatin organization; transcription from RNA polymerase II promoter
499	YDR225W	YBL008W	YDR224C	p	td	2	chromatin organization; transcription from RNA polymerase II promoter
500	YDR225W	YBL008W	YJR140C	tu	p	2	chromatin organization; transcription from RNA polymerase II promoter
501	YDR225W	YBL008W	YNL030W	p	td	1	chromatin organization
502	YDR225W	YBL008W	YNL031C	p	td	1	chromatin organization
503	YDR225W	YBL008W	YOR038C	tu	p	2	chromatin organization; transcription from RNA polymerase II promoter
504	YDR225W	YBR060C	YIL131C	tu	p	1	chromatin organization
505	YDR225W	YBR060C	YML065W	p	p	1	chromatin organization
506	YDR225W	YBR215W	YBL008W	tu	p	2	chromatin organization; transcription from RNA polymerase II promoter
507	YDR225W	YBR215W	YJR140C	tu	p	2	chromatin organization; transcription from RNA polymerase II promoter
508	YDR225W	YBR215W	YOR038C	tu	p	2	chromatin organization; transcription from RNA polymerase II promoter
509	YDR225W	YCL061C	YBR136W	ku	ku	2	cellular response to DNA damage stimulus; chromatin organization
510	YDR235W	YBR119W	YGR013W	p	p	2	RNA splicing; mRNA processing
511	YDR235W	YBR119W	YHR086W	p	p	2	RNA splicing; mRNA processing
512	YDR235W	YBR119W	YPL213W	p	p	2	RNA splicing; mRNA processing
513	YDR235W	YDL043C	YPL213W	p	p	2	RNA splicing; mRNA processing
514	YDR238C	YDL145C	YFR051C	p	p	1	Golgi vesicle transport
515	YDR238C	YDL145C	YGL137W	p	p	1	Golgi vesicle transport
516	YDR238C	YDL145C	YIL076W	p	p	1	Golgi vesicle transport
517	YDR238C	YDL145C	YLR268W	p	p	1	Golgi vesicle transport
518	YDR238C	YDL145C	YML067C	p	p	1	Golgi vesicle transport
519	YDR238C	YDL145C	YNL287W	p	p	1	Golgi vesicle transport
520	YDR238C	YDL145C	YPL010W	p	p	1	Golgi vesicle transport
521	YDR240C	YBR119W	YGR013W	p	p	2	RNA splicing; mRNA processing
522	YDR240C	YBR119W	YHR086W	p	p	2	RNA splicing; mRNA processing
523	YDR240C	YBR119W	YIL061C	p	p	2	RNA splicing; mRNA processing
524	YDR240C	YBR119W	YKL074C	p	p	2	RNA splicing; mRNA processing
525	YDR240C	YBR119W	YPL213W	p	p	2	RNA splicing; mRNA processing
526	YDR240C	YDL043C	YKL074C	p	p	2	RNA splicing; mRNA processing
527	YDR240C	YDL043C	YPL213W	p	p	2	RNA splicing; mRNA processing
528	YDR240C	YDL087C	YGR013W	p	p	2	RNA splicing; mRNA processing
529	YDR240C	YDL087C	YHR086W	p	p	2	RNA splicing; mRNA processing
530	YDR240C	YDL087C	YPL213W	p	p	2	RNA splicing; mRNA processing
531	YDR245W	YBL105C	YJR075W	p	kd	1	cell wall organization or biogenesis
532	YDR246W	YBR254C	YDR108W	p	p	1	Golgi vesicle transport
533	YDR246W	YBR254C	YDR407C	p	p	1	Golgi vesicle transport
534	YDR246W	YBR254C	YDR472W	p	p	1	Golgi vesicle transport
535	YDR246W	YBR254C	YEL048C	p	p	1	Golgi vesicle transport
536	YDR246W	YBR254C	YKR068C	p	p	1	Golgi vesicle transport
537	YDR246W	YBR254C	YML077W	p	p	1	Golgi vesicle transport
