gene_name_a	oln_id_a	gene_description_a	gene_name_b	oln_id_b	gene_description_b	type
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
HTB1	YDR224C	Histone H2B.1	HTB2	YBL002W	Histone H2B.2	paralog
HTA1	YDR225W	Histone H2A.1	HTA2	YBL003C	Histone H2A.2	paralog
RTN1	YDR233C	Reticulon-like protein 1	RTN2	YDL204W	Reticulon-like protein 2	ohnolog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
HXT7	YDR342C	High-affinity hexose transporter HXT6	HXT15	YDL245C	Hexose transporter HXT15	paralog
HXT6	YDR343C	High-affinity hexose transporter HXT6	HXT15	YDL245C	Hexose transporter HXT15	paralog
HXT6	YDR343C	High-affinity hexose transporter HXT6	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT3	YDR345C	Low-affinity glucose transporter HXT3	HXT15	YDL245C	Hexose transporter HXT15	paralog
HXT3	YDR345C	Low-affinity glucose transporter HXT3	HXT7	YDR342C	High-affinity hexose transporter HXT6	paralog
HXT3	YDR345C	Low-affinity glucose transporter HXT3	HXT6	YDR343C	High-affinity hexose transporter HXT6	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY2A-B	YBL100W-A	Transposon Ty2-B Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY2A-C	YCL020W	Transposon Ty2-C Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY2A-DR1	YDR034C-C	Transposon Ty2-DR1 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY2A-DR2	YDR210W-A	Transposon Ty2-DR2 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY2A-DR3	YDR261W-A	Transposon Ty2-DR3 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-A	YAR009C	Truncated transposon Ty1-A Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-A	YAR010C	Transposon Ty1-A Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-BL	YBL005W-A	Transposon Ty1-BL Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-BL	YBL005W-B	Transposon Ty1-BL Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY2B-B	YBL100W-B	Transposon Ty2-B Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-BR	YBR012W-A	Transposon Ty1-BR Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-BR	YBR012W-B	Transposon Ty1-BR Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY2B-C	YCL019W	Transposon Ty2-C Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY2B-DR1	YDR034C-D	Transposon Ty2-DR1 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR1	YDR098C-A	Transposon Ty1-DR1 Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-DR1	YDR098C-B	Transposon Ty1-DR1 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR3	YDR210C-C	Transposon Ty1-DR3 Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-DR3	YDR210C-D	Transposon Ty1-DR3 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY2B-DR2	YDR210W-B	Transposon Ty2-DR2 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR4	YDR261C-C	Transposon Ty1-DR4 Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-DR4	YDR261C-D	Transposon Ty1-DR4 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY2B-DR3	YDR261W-B	Transposon Ty2-DR3 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR5	YDR316W-A	Transposon Ty1-DR5 Gag polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1B-DR5	YDR316W-B	Transposon Ty1-DR5 Gag-Pol polyprotein	paralog
TY1B-DR6	YDR365W-B	Transposon Ty1-DR6 Gag-Pol polyprotein	TY1A-DR6	YDR365W-A	Transposon Ty1-DR6 Gag polyprotein	paralog
PDR15	YDR406W	ATP-dependent permease PDR15	SNQ2	YDR011W	Protein SNQ2	paralog
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	KCC4	YCL024W	Probable serine/threonine-protein kinase KCC4	ohnolog, paralog
GNP1	YDR508C	High-affinity glutamine permease	BAP2	YBR068C	Leu/Val/Ile amino-acid permease	paralog
GNP1	YDR508C	High-affinity glutamine permease	AGP1	YCL025C	General amino acid permease AGP1	ohnolog, paralog
GNP1	YDR508C	High-affinity glutamine permease	BAP3	YDR046C	Valine amino-acid permease	paralog
GRX2	YDR513W	Glutaredoxin-2, mitochondrial precursor	GRX1	YCL035C	Glutaredoxin-1	ohnolog, paralog
NA	YDR514C	Uncharacterized protein YDR514C	GFD2	YCL036W	Good for full DBP5 activity protein 2	ohnolog
SLF1	YDR515W	Protein SLF1	SRO9	YCL037C	RNA-binding protein SRO9	ohnolog
EMI2	YDR516C	Putative glucokinase-2	GLK1	YCL040W	Glucokinase-1	ohnolog, paralog
EUG1	YDR518W	Protein disulfide-isomerase EUG1 precursor	PDI1	YCL043C	Protein disulfide-isomerase precursor	ohnolog
SPS2	YDR522C	Sporulation-specific protein 2 precursor	SPS22	YCL048W	Sporulation-specific protein 22 precursor	ohnolog, paralog
NA	YDR524C-B	Uncharacterized protein YDR524C-B precursor	NA	YCL048W-A	Uncharacterized protein YCL048W-A precursor	ohnolog
HLR1	YDR528W	Protein HLR1	LRE1	YCL051W	Laminarase-resistance protein LRE1	ohnolog
APA2	YDR530C	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 {ECO:0000303|PubMed:2174863}	APA1	YCL050C	Protein APA1	ohnolog
PAU10	YDR542W	Seripauperin-10 precursor	PAU8	YAL068C	Seripauperin-8 precursor	paralog
PAU10	YDR542W	Seripauperin-10 precursor	PAU24	YBR301W	Seripauperin-24 precursor	paralog
PAU10	YDR542W	Seripauperin-10 precursor	PAU3	YCR104W	Seripauperin-3	paralog
YRF1-1	YDR545W	Y' element ATP-dependent helicase protein 1 copy 1	NA	YBL111C	Uncharacterized helicase-like protein YBL111C	paralog
