regulator_gene_name	regulator_oln_id	regulator_gene_description	target_gene_name	target_oln_id	target_gene_description	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
REB1	YBR049C	DNA-binding protein REB1	SRB6	YBR253W	Mediator of RNA polymerase II transcription subunit 22	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SPB1	YCL054W	27S pre-rRNA (guanosine(2922)-2'-O)-methyltransferase	1	2	0	inactivates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	YCP4	YCR004C	Flavoprotein-like protein YCP4 precursor	1	1	0	inactivates	17417638,22720667
REB1	YBR049C	DNA-binding protein REB1	ADP1	YCR011C	Probable ATP-dependent permease precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PGK1	YCR012W	Phosphoglycerate kinase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	BPH1	YCR032W	Beige protein homolog 1	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	ATG15	YCR068W	Putative lipase ATG15	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	OCA4	YCR095C	Protein OCA4	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MED2	YDL005C	Mediator of RNA polymerase II transcription subunit 2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RPT2	YDL007W	26S protease regulatory subunit 4 homolog	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	RTK1	YDL025C	Probable serine/threonine-protein kinase RTK1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	DBP10	YDL031W	ATP-dependent RNA helicase DBP10	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SIT4	YDL047W	Serine/threonine-protein phosphatase PP1-1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	BDF2	YDL070W	Bromodomain-containing factor 2	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	RPN6	YDL097C	26S proteasome regulatory subunit RPN6	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	TRM3	YDL112W	tRNA (guanosine(18)-2'-O)-methyltransferase {ECO:0000305|PubMed:9917067}	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	HNT1	YDL125C	Hit family protein 1	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	CLB3	YDL155W	G2/mitotic-specific cyclin-3	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	NA	YDL186W	Uncharacterized protein YDL186W	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	PPH22	YDL188C	Serine/threonine-protein phosphatase PP2A-2 catalytic subunit	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	NHP2	YDL208W	H/ACA ribonucleoprotein complex subunit 2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	CWC2	YDL209C	Pre-mRNA-splicing factor CWC2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SHR3	YDL212W	Secretory component protein SHR3	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	NOP6	YDL213C	Nucleolar protein 6	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	SHS1	YDL225W	Seventh homolog of septin 1	0	3	0		12399584,16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	GCS1	YDL226C	ADP-ribosylation factor GTPase-activating protein GCS1	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	RCR2	YDR003W	Protein RCR2	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	PST2	YDR032C	Protoplast secreted protein 2 precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	EHD3	YDR036C	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial precursor	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	TPI1	YDR050C	Triosephosphate isomerase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MAK21	YDR060W	Ribosome biogenesis protein MAK21	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SNF11	YDR073W	Transcription regulatory protein SNF11	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RLI1	YDR091C	Translation initiation factor RLI1	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	SAN1	YDR143C	Protein SAN1	1	2	0	activates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	EKI1	YDR147W	Ethanolamine kinase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	CTH1	YDR151C	mRNA decay factor CTH1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GIR2	YDR152W	Protein GIR2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	CPR1	YDR155C	Peptidyl-prolyl cis-trans isomerase	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	RPA14	YDR156W	DNA-directed RNA polymerase I subunit RPA14	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	NA	YDR157W	Putative uncharacterized protein YDR157W	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	HOM2	YDR158W	Aspartate-semialdehyde dehydrogenase	2	1	0	activates	12399584,17417638,20385592
REB1	YBR049C	DNA-binding protein REB1	TY1A-DR2	YDR170W-A	Transposon Ty1-DR2 Gag polyprotein	2	1	0	inactivates	17417638,20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	ARG82	YDR173C	Inositol polyphosphate multikinase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	HMO1	YDR174W	High mobility group protein 1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	AHA1	YDR214W	Hsp90 co-chaperone AHA1	2	1	0	activates	17417638,20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	GTB1	YDR221W	Glucosidase 2 subunit beta precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	COX20	YDR231C	Cytochrome c oxidase protein 20, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SEC26	YDR238C	Coatomer subunit beta	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RKM4	YDR257C	Ribosomal lysine N-methyltransferase 4 {ECO:0000303|PubMed:18957409}	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	AKR1	YDR264C	Palmitoyltransferase AKR1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PEX10	YDR265W	Peroxisome biogenesis factor 10	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RSC3	YDR303C	Chromatin structure-remodeling complex protein RSC3	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YDR306C	F-box protein YDR306C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PIB1	YDR313C	E3 ubiquitin-protein ligase PIB1	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	PEP7	YDR323C	Vacuolar segregation protein PEP7	0	3	0		12399584,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SKP1	YDR328C	Suppressor of kinetochore protein 1	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	RQC1	YDR333C	Ribosome quality control complex subunit 1 {ECO:0000303|PubMed:23178123}	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SWR1	YDR334W	Helicase SWR1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	DFM1	YDR411C	DER1-like family member protein 1	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	RPN9	YDR427W	26S proteasome regulatory subunit RPN9	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	YHP1	YDR451C	Homeobox protein YHP1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PPN1	YDR452W	Endopolyphosphatase {ECO:0000303|PubMed:11447286} precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	TSA2	YDR453C	Peroxiredoxin TSA2	1	1	0	inactivates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	TOM1	YDR457W	E3 ubiquitin-protein ligase TOM1	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	RMT2	YDR465C	Protein arginine N-methyltransferase 2 {ECO:0000303|PubMed:9873020}	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	PKH3	YDR466W	Serine/threonine-protein kinase PKH3	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	DIG2	YDR480W	Down-regulator of invasive growth 2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	FPR2	YDR519W	Peptidyl-prolyl cis-trans isomerase FPR2 precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	URC2	YDR520C	Uracil catabolism protein 2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SNA2	YDR525W-A	Protein SNA2	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	UBC8	YEL012W	Ubiquitin-conjugating enzyme E2-24 kDa	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	SNU13	YEL026W	13 kDa ribonucleoprotein-associated protein	1	2	0	activates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	UTR4	YEL038W	Enolase-phosphatase E1 {ECO:0000255|HAMAP-Rule:MF_03117}	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	VMA8	YEL051W	V-type proton ATPase subunit D	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	POL5	YEL055C	DNA polymerase V	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	AVT2	YEL064C	Vacuolar amino acid transporter 2	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	PRP22	YER013W	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	SBH2	YER019C-A	Protein transport protein SBH2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GPA2	YER020W	Guanine nucleotide-binding protein alpha-2 subunit	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RPN3	YER021W	26S proteasome regulatory subunit RPN3	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GCD11	YER025W	Eukaryotic translation initiation factor 2 subunit gamma	1	1	0	activates	16522208,20385592
REB1	YBR049C	DNA-binding protein REB1	RSM18	YER050C	37S ribosomal protein RSM18, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	JHD1	YER051W	JmjC domain-containing histone demethylation protein 1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	THO1	YER063W	Protein THO1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RNR1	YER070W	Ribonucleoside-diphosphate reductase large chain 1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GET2	YER083C	Golgi to ER traffic protein 2 {ECO:0000255|HAMAP-Rule:MF_03114}	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	NA	YER085C	Uncharacterized protein YER085C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MET6	YER091C	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	PUP3	YER094C	Proteasome subunit beta type-3	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RAD51	YER095W	DNA repair protein RAD51	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NUP157	YER105C	Nucleoporin NUP157	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	SWI4	YER111C	Regulatory protein SWI4	1	1	0	inactivates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	GDI1	YER136W	Rab GDP-dissociation inhibitor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	LSM5	YER146W	U6 snRNA-associated Sm-like protein LSm5	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SPI1	YER150W	Uncharacterized cell wall protein SPI1 precursor	2	1	0	inactivates	17417638,20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	NA	YER156C	UPF0160 protein YER156C	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	COG3	YER157W	Conserved oligomeric Golgi complex subunit 3	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	GCG1	YER163C	Glutathione-specific gamma-glutamylcyclotransferase {ECO:0000305|PubMed:23070364}	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	ECM32	YER176W	Putative ATP-dependent RNA helicase ECM32	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SEC4	YFL005W	Ras-related protein SEC4	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	IES1	YFL013C	Ino eighty subunit 1	1	1	0	inactivates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	MDJ1	YFL016C	DnaJ homolog 1, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	FRS2	YFL022C	Phenylalanine--tRNA ligase alpha subunit	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	BUD27	YFL023W	Bud site selection protein 27	1	2	0	inactivates	12399584,16522208,20385592
REB1	YBR049C	DNA-binding protein REB1	EPL1	YFL024C	Enhancer of polycomb-like protein 1	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	STE2	YFL026W	Pheromone alpha factor receptor	1	1	0	activates	17417638,21329885
REB1	YBR049C	DNA-binding protein REB1	ACT1	YFL039C	Actin	1	2	0	activates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RET2	YFR051C	Coatomer subunit delta	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	RPN12	YFR052W	26S proteasome regulatory subunit RPN12	1	1	0	activates	17417638,22720667
REB1	YBR049C	DNA-binding protein REB1	DST1	YGL043W	Transcription elongation factor S-II	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RNA15	YGL044C	mRNA 3'-end-processing protein RNA15	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MNP1	YGL068W	54S ribosomal protein L12, mitochondrial precursor	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	MAD1	YGL086W	Spindle assembly checkpoint component MAD1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MMS2	YGL087C	Ubiquitin-conjugating enzyme variant MMS2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGL088W	Putative uncharacterized protein YGL088W	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	MF(ALPHA)2	YGL089C	Mating factor alpha-2 precursor	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	SRM1	YGL097W	Guanine nucleotide exchange factor SRM1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MLC1	YGL106W	Myosin light chain 1	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	COQ8	YGL119W	Atypical kinase COQ8, mitochondrial {ECO:0000250|UniProtKB:Q8NI60} precursor	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	PRP43	YGL120C	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	SEC27	YGL137W	Coatomer subunit beta'	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGL138C	Uncharacterized protein YGL138C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGL140C	Uncharacterized membrane protein YGL140C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NUT1	YGL151W	Mediator of RNA polymerase II transcription subunit 5	0	3	0		12399584,16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	NA	YGL152C	Putative uncharacterized protein YGL152C	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	CUP2	YGL166W	Transcriptional activator protein CUP2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GTS1	YGL181W	Protein GTS1	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	NA	YGL182C	Putative uncharacterized protein YGL182C	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	YIP4	YGL198W	Protein YIP4	1	1	0	activates	16522208,20385592
REB1	YBR049C	DNA-binding protein REB1	VRG4	YGL225W	GDP-mannose transporter 1	2	1	0	activates	17417638,20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	HAP2	YGL237C	Transcriptional activator HAP2	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	CSE1	YGL238W	Importin alpha re-exporter	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SWC4	YGR002C	SWR1-complex protein 4	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	CUL3	YGR003W	Cullin-3	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	SEC9	YGR009C	Protein transport protein SEC9	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	THG1	YGR024C	tRNA(His) guanylyltransferase	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGR026W	Uncharacterized membrane protein YGR026W	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	ACB1	YGR037C	Acyl-CoA-binding protein	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NQM1	YGR043C	Transaldolase NQM1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGR045C	Putative uncharacterized protein YGR045C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	TAM41	YGR046W	Phosphatidate cytidylyltransferase, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MRP13	YGR084C	37S ribosomal protein MRP13, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YGR130C	Uncharacterized protein YGR130C	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PHB1	YGR132C	Prohibitin-1	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	PRE9	YGR135W	Proteasome subunit alpha type-3	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	ENP2	YGR145W	Ribosome biogenesis protein ENP2	1	1	0	inactivates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	NAT2	YGR147C	N-terminal acetyltransferase 2	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	PTI1	YGR156W	Protein PTI1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	YIP1	YGR172C	Protein transport protein YIP1	1	2	0	activates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	RBG2	YGR173W	Ribosome-interacting GTPase 2	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	UBR1	YGR184C	E3 ubiquitin-protein ligase UBR1	0	2	0		12399584,22720667
REB1	YBR049C	DNA-binding protein REB1	SKI6	YGR195W	Exosome complex component SKI6	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	PMT6	YGR199W	Dolichyl-phosphate-mannose--protein mannosyltransferase 6 {ECO:0000305}	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	YCH1	YGR203W	CDC25-like phosphatase YCH1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	CRM1	YGR218W	Exportin-1	0	2	0		16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	MRPL9	YGR220C	54S ribosomal protein L9, mitochondrial precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PHB2	YGR231C	Prohibitin-2	0	3	0		12399584,16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	NAS6	YGR232W	Probable 26S proteasome regulatory subunit p28	0	2	0		12399584,16522208
REB1	YBR049C	DNA-binding protein REB1	YAP1802	YGR241C	Clathrin coat assembly protein AP180B	0	3	0		12399584,16522208,21329885
REB1	YBR049C	DNA-binding protein REB1	MPC3	YGR243W	Mitochondrial pyruvate carrier 3 {ECO:0000303|PubMed:22628554, ECO:0000303|PubMed:22628558} precursor	1	3	0	activates	12399584,16522208,20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	NA	YGR266W	Uncharacterized protein YGR266W	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	ERV29	YGR284C	ER-derived vesicles protein ERV29	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	ZUO1	YGR285C	Zuotin	1	2	0	activates	20385592,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MAL13	YGR288W	Maltose fermentation regulatory protein MAL13	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	GOS1	YHL031C	Golgi SNAP receptor complex member 1	1	2	0	activates	16522208,20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	STP2	YHR006W	Transcription factor STP2 precursor	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	MIP6	YHR015W	RNA-binding protein MIP6	1	1	0	activates	20385592,22720667
REB1	YBR049C	DNA-binding protein REB1	MYO1	YHR023W	Myosin-1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	VMA16	YHR026W	V-type proton ATPase subunit c''	1	2	0	activates	12399584,16522208,20385592
REB1	YBR049C	DNA-binding protein REB1	VMA10	YHR039C-A	V-type proton ATPase subunit G	0	3	0		12399584,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	BCD1	YHR040W	Box C/D snoRNA protein 1	0	3	0		12399584,21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	PPE1	YHR075C	Protein phosphatase methylesterase 1	0	2	0		21329885,22720667
REB1	YBR049C	DNA-binding protein REB1	NA	YHR097C	Uncharacterized protein YHR097C	1	1	0	activates	20385592,21329885
REB1	YBR049C	DNA-binding protein REB1	SPL2	YHR136C	Putative cyclin-dependent kinase inhibitor SPL2	1	1	0	activates	17417638,21329885
