kinase_gene_name	kinase_oln_id	kinase_gene_description	target_gene_name	target_oln_id	target_gene_description	score
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	SNF4	YGL115W	5'-AMP-activated protein kinase subunit gamma	12.552889
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	BCK1	YJL095W	Serine/threonine-protein kinase BCK1/SLK1/SSP31	12.534114
YPK1	YKL126W	Serine/threonine-protein kinase YPK1	FPK1	YNR047W	Flippase kinase 1	12.496831
CDC28	YBR160W	Cyclin-dependent kinase 1	YHP1	YDR451C	Homeobox protein YHP1	12.42294
CKA1	YIL035C	Casein kinase II subunit alpha	NRG1	YDR043C	Transcriptional regulator NRG1	12.41982
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	12.40462
RIM11	YMR139W	Serine/threonine-protein kinase RIM11/MSD1	UME6	YDR207C	Transcriptional regulatory protein UME6	12.39606
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CDC24	YAL041W	Cell division control protein 24	12.38311
CDC28	YBR160W	Cyclin-dependent kinase 1	SSA1	YAL005C	Heat shock protein SSA1	12.37914
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	BFA1	YJR053W	Mitotic check point protein BFA1	12.37146
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	PHD1	YKL043W	Putative transcription factor PHD1	12.34312
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	CYR1	YJL005W	Adenylate cyclase	12.3402
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	12.30074
CDC28	YBR160W	Cyclin-dependent kinase 1	SWI5	YDR146C	Transcriptional factor SWI5	12.27994
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	NHA1	YLR138W	Na(+)/H(+) antiporter	12.27013
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	MRC1	YCL061C	Mediator of replication checkpoint protein 1	12.254809
CDC28	YBR160W	Cyclin-dependent kinase 1	STB1	YNL309W	Protein STB1	12.23614
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	GCN4	YEL009C	General control protein GCN4	12.21773
PKH1	YDR490C	Serine/threonine-protein kinase PKH1	SCH9	YHR205W	Serine/threonine-protein kinase SCH9	12.179218
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	TAO3	YIL129C	Cell morphogenesis protein PAG1	12.17509
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	RTT107	YHR154W	Regulator of Ty1 transposition protein 107	12.167671
CKA1	YIL035C	Casein kinase II subunit alpha	ELF1	YKL160W	Transcription elongation factor 1	12.16233
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	DBF2	YGR092W	Cell cycle protein kinase DBF2	12.110047
CDC28	YBR160W	Cyclin-dependent kinase 1	TUS1	YLR425W	Rho1 guanine nucleotide exchange factor TUS1	12.09684
CKA1	YIL035C	Casein kinase II subunit alpha	PUF6	YDR496C	Pumilio homology domain family member 6	12.09546
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	12.063801
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	DOT6	YER088C	Transcriptional regulatory protein DOT6	12.04656
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SIC1	YLR079W	Protein SIC1	12.04656
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	TOD6	YBL054W	Transcriptional regulatory protein TOD6	12.04656
CAK1	YFL029C	Serine/threonine-protein kinase CAK1	SGV1	YPR161C	Serine/threonine-protein kinase BUR1	12.02251
MKK1	YOR231W	MAP kinase kinase MKK1/SSP32	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	12.000169
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	GPA1	YHR005C	Guanine nucleotide-binding protein alpha-1 subunit	11.99962
CDC28	YBR160W	Cyclin-dependent kinase 1	SPC110	YDR356W	Spindle pole body component 110	11.87327
PBS2	YJL128C	MAP kinase kinase PBS2	SSK2	YNR031C	MAP kinase kinase kinase SSK2	11.846816
GIN4	YDR507C	Serine/threonine-protein kinase GIN4	CDC12	YHR107C	Cell division control protein 12	11.82094
CDC15	YAR019C	Cell division control protein 15	NUD1	YOR373W	Protein NUD1	11.81839
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	BNI1	YNL271C	Protein BNI1	11.784521
CDC28	YBR160W	Cyclin-dependent kinase 1	SWI6	YLR182W	Regulatory protein SWI6	11.73884
KIN28	YDL108W	Serine/threonine-protein kinase KIN28	CCL1	YPR025C	Cyclin CCL1	11.68376
TPK1	YJL164C	cAMP-dependent protein kinase type 1	BMH1	YER177W	Protein BMH1	11.65656
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CDC11	YJR076C	Cell division control protein 11	11.648541
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	DBF4	YDR052C	DDK kinase regulatory subunit DBF4	11.62009
CKA2	YOR061W	Casein kinase II subunit alpha'	FPR3	YML074C	FK506-binding nuclear protein	11.60359
CDC28	YBR160W	Cyclin-dependent kinase 1	LIF1	YGL090W	Ligase-interacting factor 1	11.60359
PRK1	YIL095W	Actin-regulating kinase PRK1	SCD5	YOR329C	Protein SCD5	11.55102
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	CNN1	YFR046C	Kinetochore-associated protein CNN1	11.5373
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PCL1	YNL289W	PHO85 cyclin-1 {ECO:0000305|PubMed:7973730}	11.53474
ARK1	YNL020C	Actin-regulating kinase 1	ABP1	YCR088W	Actin-binding protein	11.500107
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	HSL7	YBR133C	Protein arginine N-methyltransferase HSL7 {ECO:0000305|PubMed:10903903}	11.499311
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	STE7	YDL159W	Serine/threonine-protein kinase STE7	11.491821
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	BRN1	YBL097W	Condensin complex subunit 2	11.48923
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	YCG1	YDR325W	Condensin complex subunit 3	11.48923
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	YCS4	YLR272C	Condensin complex subunit 1	11.48923
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	PTC2	YER089C	Protein phosphatase 2C homolog 2	11.47584
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SIC1	YLR079W	Protein SIC1	11.45135
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	CDC42	YLR229C	Cell division control protein 42 precursor	11.450471
CDC28	YBR160W	Cyclin-dependent kinase 1	ORC2	YBR060C	Origin recognition complex subunit 2	11.4303
CDC28	YBR160W	Cyclin-dependent kinase 1	TGL4	YKR089C	Lipase 4	11.4303
TOS3	YGL179C	Serine/threonine-protein kinase TOS3	SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	11.387691
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	RFA2	YNL312W	Replication factor A protein 2	11.38022
HRR25	YPL204W	Casein kinase I homolog HRR25	NUP53	YMR153W	Nucleoporin NUP53	11.28461
HSL1	YKL101W	Probable serine/threonine-protein kinase HSL1	SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	11.279901
STE11	YLR362W	Serine/threonine-protein kinase STE11	STE50	YCL032W	Protein STE50	11.277021
CDC28	YBR160W	Cyclin-dependent kinase 1	CLN2	YPL256C	G1/S-specific cyclin CLN2	11.2552151
CDC28	YBR160W	Cyclin-dependent kinase 1	SPC29	YPL124W	Spindle pole component 29	11.2519
STE11	YLR362W	Serine/threonine-protein kinase STE11	PBS2	YJL128C	MAP kinase kinase PBS2	11.236101
CDC7	YDL017W	Cell division control protein 7	DBF4	YDR052C	DDK kinase regulatory subunit DBF4	11.22802
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	GLC8	YMR311C	Protein GLC8	11.22392
ELM1	YKL048C	Serine/threonine-protein kinase ELM1	KIN4	YOR233W	Serine/threonine-protein kinase KIN4	11.20466
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	MKS1	YNL076W	Negative regulator of RAS-cAMP pathway	11.12785
TPK1	YJL164C	cAMP-dependent protein kinase type 1	TPK1	YJL164C	cAMP-dependent protein kinase type 1	11.05559
ATG1	YGL180W	Serine/threonine-protein kinase ATG1 {ECO:0000305}	ATG13	YPR185W	Autophagy-related protein 13	11.019071
CDC28	YBR160W	Cyclin-dependent kinase 1	ECO1	YFR027W	N-acetyltransferase ECO1	10.99968
CDC28	YBR160W	Cyclin-dependent kinase 1	SWI4	YER111C	Regulatory protein SWI4	10.97326
TPK2	YPL203W	cAMP-dependent protein kinase type 2	YAK1	YJL141C	Dual specificity protein kinase YAK1	10.95324
PKC1	YBL105C	Protein kinase C-like 1	RHO1	YPR165W	GTP-binding protein RHO1 precursor	10.952421
CBK1	YNL161W	Serine/threonine-protein kinase CBK1	SEC2	YNL272C	Rab guanine nucleotide exchange factor SEC2	10.86575
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ROD1	YOR018W	Protein ROD1	10.855189
CDC28	YBR160W	Cyclin-dependent kinase 1	SLD3	YGL113W	DNA replication regulator SLD3	10.85494
ARK1	YNL020C	Actin-regulating kinase 1	PAN1	YIR006C	Actin cytoskeleton-regulatory complex protein PAN1	10.84257
CDC28	YBR160W	Cyclin-dependent kinase 1	BOI2	YER114C	Protein BOI2	10.80275
SWE1	YJL187C	Mitosis inhibitor protein kinase SWE1	CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	10.79345
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PCL10	YGL134W	PHO85 cyclin-10	10.78502
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	PCL7	YIL050W	PHO85 cyclin-7	10.78502
DBF2	YGR092W	Cell cycle protein kinase DBF2	CHS2	YBR038W	Chitin synthase 2	10.74784
HRR25	YPL204W	Casein kinase I homolog HRR25	LTV1	YKL143W	Protein LTV1	10.73356
CKA2	YOR061W	Casein kinase II subunit alpha'	MIF2	YKL089W	Protein MIF2	10.69771
ARK1	YNL020C	Actin-regulating kinase 1	SLA1	YBL007C	Actin cytoskeleton-regulatory complex protein SLA1	10.684257
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	NDT80	YHR124W	Meiosis-specific transcription factor NDT80	10.56971
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	ASH1	YKL185W	Transcriptional regulatory protein ASH1	10.53207
PRK1	YIL095W	Actin-regulating kinase PRK1	ENT1	YDL161W	Epsin-1	10.531167
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	SLK19	YOR195W	Kinetochore protein SLK19	10.52591
HRR25	YPL204W	Casein kinase I homolog HRR25	MAM1	YER106W	Monopolin complex subunit MAM1	10.52181
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	RIM101	YHL027W	pH-response transcription factor pacC/RIM101	10.500171
TPK1	YJL164C	cAMP-dependent protein kinase type 1	RIM15	YFL033C	Serine/threonine-protein kinase RIM15	10.494735
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	CAF20	YOR276W	Cap-associated protein CAF20	10.49445
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	YPK2	YMR104C	Serine/threonine-protein kinase YPK2/YKR2	10.48989
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	SAE2	YGL175C	DNA endonuclease SAE2	10.39877
YPK2	YMR104C	Serine/threonine-protein kinase YPK2/YKR2	MYO5	YMR109W	Myosin-5	10.39614
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	SSN8	YNL025C	RNA polymerase II holoenzyme cyclin-like subunit	10.334146
RCK2	YLR248W	Serine/threonine-protein kinase RCK2	PBS2	YJL128C	MAP kinase kinase PBS2	10.30234
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	NUP2	YLR335W	Nucleoporin NUP2	10.27108
HRR25	YPL204W	Casein kinase I homolog HRR25	TIF6	YPR016C	Eukaryotic translation initiation factor 6 {ECO:0000255|HAMAP-Rule:MF_03132}	10.27108
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	STE5	YDR103W	Protein STE5	10.249121
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	SWI5	YDR146C	Transcriptional factor SWI5	10.24261
CDC28	YBR160W	Cyclin-dependent kinase 1	CLB5	YPR120C	S-phase entry cyclin-5	10.222389
CDC5	YMR001C	Cell cycle serine/threonine-protein kinase CDC5/MSD2	BUB2	YMR055C	Mitotic check point protein BUB2	10.20503
CDC28	YBR160W	Cyclin-dependent kinase 1	CNM67	YNL225C	Chaotic nuclear migration protein 67	10.074369
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	GIC2	YDR309C	GTPase-interacting component 2	10.06698
CDC28	YBR160W	Cyclin-dependent kinase 1	CDC14	YFR028C	Tyrosine-protein phosphatase CDC14	10.05406
CDC28	YBR160W	Cyclin-dependent kinase 1	RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	10.05154
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	YPK1	YKL126W	Serine/threonine-protein kinase YPK1	10.041187
HRR25	YPL204W	Casein kinase I homolog HRR25	IKI3	YLR384C	Elongator complex protein 1	10.041
CDC28	YBR160W	Cyclin-dependent kinase 1	KIP1	YBL063W	Kinesin-like protein KIP1	10.02634
NPR1	YNL183C	Nitrogen permease reactivator protein	NPR1	YNL183C	Nitrogen permease reactivator protein	10.02634
CKA2	YOR061W	Casein kinase II subunit alpha'	PUF6	YDR496C	Pumilio homology domain family member 6	10.02634
MEK1	YOR351C	Meiosis-specific serine/threonine-protein kinase MEK1	RAD54	YGL163C	DNA repair and recombination protein RAD54	10.02634
CTK1	YKL139W	CTD kinase subunit alpha	RPS2	YGL123W	40S ribosomal protein S2	10.02634
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	MOB1	YIL106W	DBF2 kinase activator protein MOB1	10.02616
CKA1	YIL035C	Casein kinase II subunit alpha	YTA7	YGR270W	Tat-binding homolog 7	10.00885
CKA2	YOR061W	Casein kinase II subunit alpha'	YTA7	YGR270W	Tat-binding homolog 7	10.00885
SCH9	YHR205W	Serine/threonine-protein kinase SCH9	CDC34	YDR054C	Ubiquitin-conjugating enzyme E2-34 kDa	9.99715
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	RAD55	YDR076W	DNA repair protein RAD55	9.99715
CKA1	YIL035C	Casein kinase II subunit alpha	SEC63	YOR254C	Protein translocation protein SEC63	9.99715
FUS3	YBL016W	Mitogen-activated protein kinase FUS3	SST2	YLR452C	Protein SST2	9.99715
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	HOT1	YMR172W	High-osmolarity-induced transcription protein 1	9.841401
CDC28	YBR160W	Cyclin-dependent kinase 1	BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	9.779549
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	KSP1	YHR082C	Serine/threonine-protein kinase KSP1	9.77363
CDC28	YBR160W	Cyclin-dependent kinase 1	DBF2	YGR092W	Cell cycle protein kinase DBF2	9.772939
CDC28	YBR160W	Cyclin-dependent kinase 1	DPB2	YPR175W	DNA polymerase epsilon subunit B	9.72528
SGV1	YPR161C	Serine/threonine-protein kinase BUR1	BUR2	YLR226W	Protein BUR2	9.68129
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	NDC80	YIL144W	Kinetochore protein NDC80 {ECO:0000303|PubMed:11179222}	9.66839
PKC1	YBL105C	Protein kinase C-like 1	MIH1	YMR036C	M-phase inducer phosphatase	9.64658
TPK1	YJL164C	cAMP-dependent protein kinase type 1	WHI3	YNL197C	Protein WHI3	9.64546
PKH2	YOL100W	Serine/threonine-protein kinase PKH2	PKC1	YBL105C	Protein kinase C-like 1	9.610251
PKC1	YBL105C	Protein kinase C-like 1	PKH2	YOL100W	Serine/threonine-protein kinase PKH2	9.610251
KIN1	YDR122W	Serine/threonine protein kinase KIN1	SEC9	YGR009C	Protein transport protein SEC9	9.57832
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	GPA2	YER020W	Guanine nucleotide-binding protein alpha-2 subunit	9.57068
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	BUB1	YGR188C	Checkpoint serine/threonine-protein kinase BUB1	9.56951
TPK3	YKL166C	cAMP-dependent protein kinase type 3	ATG13	YPR185W	Autophagy-related protein 13	9.548
TPK2	YPL203W	cAMP-dependent protein kinase type 2	ATG13	YPR185W	Autophagy-related protein 13	9.548
TPK1	YJL164C	cAMP-dependent protein kinase type 1	ATG13	YPR185W	Autophagy-related protein 13	9.548
MPS1	YDL028C	Serine/threonine-protein kinase MPS1	MAD1	YGL086W	Spindle assembly checkpoint component MAD1	9.548
SSN3	YPL042C	Meiotic mRNA stability protein kinase SSN3	MSN2	YMR037C	Zinc finger protein MSN2	9.548
IPL1	YPL209C	Spindle assembly checkpoint kinase	RGD1	YBR260C	RHO GTPase-activating protein RGD1	9.548
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	SLM1	YIL105C	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1	9.548
CTK1	YKL139W	CTD kinase subunit alpha	RPO21	YDL140C	DNA-directed RNA polymerase II subunit RPB1	9.50161
STE20	YHL007C	Serine/threonine-protein kinase STE20	STE20	YHL007C	Serine/threonine-protein kinase STE20	9.50161
YGK3	YOL128C	Glycogen synthase kinase-3 homolog YGK3	BCY1	YIL033C	cAMP-dependent protein kinase regulatory subunit	9.47108
IPL1	YPL209C	Spindle assembly checkpoint kinase	CNN1	YFR046C	Kinetochore-associated protein CNN1	9.46818
CLA4	YNL298W	Serine/threonine-protein kinase CLA4	FUS2	YMR232W	Nuclear fusion protein FUS2	9.46818
CTK1	YKL139W	CTD kinase subunit alpha	CTK2	YJL006C	CTD kinase subunit beta	9.449901
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	PKC1	YBL105C	Protein kinase C-like 1	9.43121
PKC1	YBL105C	Protein kinase C-like 1	SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	9.43121
TPK1	YJL164C	cAMP-dependent protein kinase type 1	SSN2	YDR443C	Mediator of RNA polymerase II transcription subunit 13	9.42179
KIC1	YHR102W	Serine/threonine-protein kinase KIC1	SOG2	YOR353C	Leucine-rich repeat-containing protein SOG2	9.36272
YAK1	YJL141C	Dual specificity protein kinase YAK1	CRF1	YDR223W	Transcription factor CRF1	9.330399
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	ADR1	YDR216W	Regulatory protein ADR1	9.30639
CDC28	YBR160W	Cyclin-dependent kinase 1	CLB4	YLR210W	G2/mitotic-specific cyclin-4	9.26796
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	ASK10	YGR097W	Activator of SKN7 protein 10	9.2612
TPK1	YJL164C	cAMP-dependent protein kinase type 1	CKI1	YLR133W	Choline kinase	9.2178
PHO85	YPL031C	Cyclin-dependent protein kinase PHO85	NPA3	YJR072C	GPN-loop GTPase 1 {ECO:0000303|PubMed:21532343}	9.2178
CDC28	YBR160W	Cyclin-dependent kinase 1	CNN1	YFR046C	Kinetochore-associated protein CNN1	9.19631
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	GCN5	YGR252W	Histone acetyltransferase GCN5	9.176451
TPK1	YJL164C	cAMP-dependent protein kinase type 1	DOT6	YER088C	Transcriptional regulatory protein DOT6	9.12174
TPK2	YPL203W	cAMP-dependent protein kinase type 2	CIN5	YOR028C	AP-1-like transcription factor YAP4	9.11021
TPK3	YKL166C	cAMP-dependent protein kinase type 3	CIN5	YOR028C	AP-1-like transcription factor YAP4	9.11021
TPK1	YJL164C	cAMP-dependent protein kinase type 1	CIN5	YOR028C	AP-1-like transcription factor YAP4	9.11021
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	ASF1	YJL115W	Histone chaperone ASF1	9.086209
SNF1	YDR477W	Carbon catabolite-derepressing protein kinase	NRG1	YDR043C	Transcriptional regulator NRG1	9.06606
CDC28	YBR160W	Cyclin-dependent kinase 1	CLB3	YDL155W	G2/mitotic-specific cyclin-3	9.050359
YCK1	YHR135C	Casein kinase I homolog 1	MTH1	YDR277C	Protein MTH1	9.04082
YCK1	YHR135C	Casein kinase I homolog 1	STD1	YOR047C	Protein STD1	9.04082
STE7	YDL159W	Serine/threonine-protein kinase STE7	KSS1	YGR040W	Mitogen-activated protein kinase KSS1	9.036571
PRK1	YIL095W	Actin-regulating kinase PRK1	BNI1	YNL271C	Protein BNI1	9.01163
YAK1	YJL141C	Dual specificity protein kinase YAK1	HSF1	YGL073W	Heat shock factor protein	9.01163
DUN1	YDL101C	DNA damage response protein kinase DUN1	NEJ1	YLR265C	Non-homologous end-joining protein 1	9.01163
SAK1	YER129W	SNF1-activating kinase 1	GPA1	YHR005C	Guanine nucleotide-binding protein alpha-1 subunit	8.96783
CKA2	YOR061W	Casein kinase II subunit alpha'	SPT15	YER148W	TATA-box-binding protein	8.96783
CKA2	YOR061W	Casein kinase II subunit alpha'	CDC37	YDR168W	Hsp90 co-chaperone Cdc37	8.960561
TOR1	YJR066W	Serine/threonine-protein kinase TOR1	RIM15	YFL033C	Serine/threonine-protein kinase RIM15	8.921265
HRR25	YPL204W	Casein kinase I homolog HRR25	BMH1	YER177W	Protein BMH1	8.88801
CKA2	YOR061W	Casein kinase II subunit alpha'	ELF1	YKL160W	Transcription elongation factor 1	8.88801
CKA2	YOR061W	Casein kinase II subunit alpha'	SVF1	YDR346C	Survival factor 1	8.88801
CKA1	YIL035C	Casein kinase II subunit alpha	SVF1	YDR346C	Survival factor 1	8.88801
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	WHI5	YOR083W	G1-specific transcriptional repressor WHI5	8.88801
MEC1	YBR136W	Serine/threonine-protein kinase MEC1	SAE2	YGL175C	DNA endonuclease SAE2	8.84284
HOG1	YLR113W	Mitogen-activated protein kinase HOG1	SHO1	YER118C	High osmolarity signaling protein SHO1	8.826091
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	HHT2	YNL031C	Histone H3	8.78142
SLT2	YHR030C	Mitogen-activated protein kinase SLT2/MPK1	SDP1	YIL113W	Dual-specificity protein phosphatase SDP1	8.77146
CKA2	YOR061W	Casein kinase II subunit alpha'	PSH1	YOL054W	RING finger protein PSH1	8.76397
HRR25	YPL204W	Casein kinase I homolog HRR25	ATG34	YOL083W	Autophagy-related protein 34	8.76397
RAD53	YPL153C	Serine/threonine-protein kinase RAD53	RAD55	YDR076W	DNA repair protein RAD55	8.74426
SKY1	YMR216C	Serine/threonine-protein kinase SKY1	HRB1	YNL004W	Protein HRB1	8.68415
CKA1	YIL035C	Casein kinase II subunit alpha	MIF2	YKL089W	Protein MIF2	8.68415
TOR2	YKL203C	Serine/threonine-protein kinase TOR2	GLN3	YER040W	Nitrogen regulatory protein GLN3	8.671928
CDC7	YDL017W	Cell division control protein 7	MCM2	YBL023C	DNA replication licensing factor MCM2	8.66444
PKC1	YBL105C	Protein kinase C-like 1	OPI1	YHL020C	Transcriptional repressor OPI1	8.66444
SGV1	YPR161C	Serine/threonine-protein kinase BUR1	RAD6	YGL058W	Ubiquitin-conjugating enzyme E2 2	8.66444
TPK2	YPL203W	cAMP-dependent protein kinase type 2	RGT1	YKL038W	Glucose transport transcription regulator RGT1	8.66444
TPK1	YJL164C	cAMP-dependent protein kinase type 1	RGT1	YKL038W	Glucose transport transcription regulator RGT1	8.66444
SLN1	YIL147C	Osmosensing histidine protein kinase SLN1	SKN7	YHR206W	Transcription factor SKN7	8.66444
IME2	YJL106W	Meiosis induction protein kinase IME2/SME1	SUM1	YDR310C	Suppressor of mar1-1 protein	8.66444
CTK1	YKL139W	CTD kinase subunit alpha	CTK3	YML112W	CTD kinase subunit gamma	8.629451
PSK1	YAL017W	Serine/threonine-protein kinase PSK1	CBF1	YJR060W	Centromere-binding protein 1	8.62859
CDC28	YBR160W	Cyclin-dependent kinase 1	TUB4	YLR212C	Tubulin gamma chain	8.62859
