oln_id_a	oln_id_b
YFL065C	YLR467W
YLR156W	YLR161W
YDR343C	YHR096C
YER131W	YGL189C
YBL100W-A	YPR137C-A
YCL019W	YOL103W-B
YFL002W-B	YGR027W-A
YAR010C	YGR038C-A
YDR365W-A	YPR158C-C
YDR210W-B	YML045W
YLR461W	YPL282C
YML039W	YNL054W-A
YCL020W	YDR261W-A
YDR034C-C	YMR051C
YER137C-A	YMR051C
YDR316W-A	YLR157C-B
YCL020W	YOR142W-A
YGL053W	YNL336W
YHR218W	YPL283C
YDR098C-B	YPR137C-B
